2,338,385
3,338,385
4,338,385
5,338,385
6,338,385
7,338,385
8,338,385
9,338,385
10,338,385
11,338,385
12,338,385
13,338,385
14,338,385
15,338,385
16,338,385
17,338,385
18,338,385
19,338,385
20,338,385
21,338,385
22,338,385
23,338,385
24,338,385
25,338,385
26,338,385
27,338,385
28,338,385
29,338,385
30,338,385
31,338,385
32,338,385
33,338,385
34,338,385
35,338,385
36,338,385
37,338,385
38,338,385
39,338,385
40,338,385
41,338,385
42,336,381
43,336,381
44,336,381
45,336,381
46,336,381
47,336,381
48,336,381
49,336,381
50,337,377
51,337,377
52,337,377
53,337,377
54,336,373
55,336,373
56,336,373
57,336,373
58,336,373
59,336,373
60,336,369
61,336,369
62,336,369
63,335,366
64,335,366
65,335,366
66,335,366
67,335,366
68,335,366
69,335,366
70,335,366
71,335,366
72,336,362
73,336,362
74,334,359
75,334,359
76,334,359
77,334,359
78,334,359
79,334,359
80,334,359
81,334,359
82,334,359
83,334,359
84,333,355
85,333,355
86,333,355
87,333,355
88,333,355
89,333,355
90,333,355
91,333,355
92,333,355
93,332,351
94,332,351
95,332,347
96,332,347
97,332,347
98,332,347
99,330,343
100,330,343
101,330,343
102,330,339
103,330,339
104,331,335
105,331,335
106,331,335
107,331,335
108,332,332
109,332,332
110,332,332
111,332,332
112,333,329
113,333,329
114,332,326
115,332,326
116,332,326
117,332,326
118,332,326
119,332,326
120,333,323
121,333,323
122,333,323
123,333,323
124,333,320
125,333,320
126,332,318
127,332,318
128,332,318
129,332,318
130,332,318
131,332,318
132,332,318
133,332,318
134,332,318
135,332,318
136,332,318
137,334,315
138,337,312
139,337,312
140,337,312
141,338,308
142,338,308
143,338,308
144,338,308
145,338,308
146,338,301
147,338,301
148,338,301
149,338,301
150,338,301
151,338,301
152,338,301
153,338,301
154,338,301
155,338,301
156,338,301
157,338,297
158,338,297
159,338,297
160,338,297
161,338,297
162,336,294
163,336,294
164,336,294
165,336,294
166,336,294
167,336,294
168,336,294
169,339,285
170,339,285
171,339,285
172,339,285
173,339,285
174,339,285
175,339,285
176,339,285
177,339,285
178,339,285
179,339,285
180,339,285
181,339,285
182,339,285
183,339,285
184,340,283
185,340,283
186,340,283
187,340,283
188,340,283
189,342,280
190,342,280
191,342,280
192,346,277
193,346,277
194,346,277
195,346,277
196,346,277
197,346,277
198,346,277
199,344,274
200,344,274
201,345,271
202,345,271
203,345,271
204,345,271
205,345,271
206,345,271
207,345,271
208,345,271
209,343,268
210,343,268
211,343,268
212,343,268
213,343,264
214,343,264
215,343,264
216,343,261
217,343,261
218,343,261
219,343,261
220,343,261
221,343,261
222,343,261
